Broken_URL,HTTP_Status,Source_File,Original_Link_Text,Issue_Type,Suggested_Fix
http://localhost:8000/auntruth/Nancy/Birthday.pps,404,htm/L3/extra.htm,/auntruth/Nancy/Birthday.pps,File Not Found,Verify file path and existence
http://localhost:8000/auntruth/index.htm,404,htm/L1/lastcall/index_files/header.htm,../index.htm,File Not Found,Check if file exists in different lineage directory (L0/L1/L2) or was renamed
http://localhost:8000/auntruth/index.html,404,htm/TH1890.htm,../index.html,File Not Found,Check if file exists in different lineage directory (L0/L1/L2) or was renamed
http://localhost:8000/auntruth/index.html,404,htm/THNY.htm,../index.html,File Not Found,Check if file exists in different lineage directory (L0/L1/L2) or was renamed
http://localhost:8000/auntruth/index.html,404,htm/TH1906.htm,../index.html,File Not Found,Check if file exists in different lineage directory (L0/L1/L2) or was renamed
http://localhost:8000/auntruth/index.html,404,htm/TH1898.htm,../index.html,File Not Found,Check if file exists in different lineage directory (L0/L1/L2) or was renamed
http://localhost:8000/auntruth/index.html,404,htm/TH2001.htm,../index.html,File Not Found,Check if file exists in different lineage directory (L0/L1/L2) or was renamed
http://localhost:8000/auntruth/index.html,404,htm/THDjurst.htm,../index.html,File Not Found,Check if file exists in different lineage directory (L0/L1/L2) or was renamed
http://localhost:8000/auntruth/index.html,404,htm/THMB.htm,../index.html,File Not Found,Check if file exists in different lineage directory (L0/L1/L2) or was renamed
http://localhost:8000/auntruth/index.html,404,htm/TH1959.htm,../index.html,File Not Found,Check if file exists in different lineage directory (L0/L1/L2) or was renamed
http://localhost:8000/auntruth/index.html,404,htm/THYstad.htm,../index.html,File Not Found,Check if file exists in different lineage directory (L0/L1/L2) or was renamed
http://localhost:8000/auntruth/index.html,404,htm/THStoneh.htm,../index.html,File Not Found,Check if file exists in different lineage directory (L0/L1/L2) or was renamed
http://localhost:8000/auntruth/index.html,404,htm/THNorthA.htm,../index.html,File Not Found,Check if file exists in different lineage directory (L0/L1/L2) or was renamed
http://localhost:8000/auntruth/index.html,404,htm/THBrando.htm,../index.html,File Not Found,Check if file exists in different lineage directory (L0/L1/L2) or was renamed
http://localhost:8000/auntruth/index.html,404,htm/THSeoul.htm,../index.html,File Not Found,Check if file exists in different lineage directory (L0/L1/L2) or was renamed
