Broken_URL,HTTP_Status,Source_File,Original_Link_Text,Issue_Type,Suggested_Fix
http://localhost:8000/auntruth/htm/L0/XF0.htm,404,htm/L6/XF395.htm,/auntruth/htm/L0/XF0.htm,File Not Found,Check if file exists in different lineage directory (L0/L1/L2) or was renamed
http://localhost:8000/auntruth/htm/L0/XF0.htm,404,htm/L6/XF2975.htm,/auntruth/htm/L0/XF0.htm,File Not Found,Check if file exists in different lineage directory (L0/L1/L2) or was renamed
http://localhost:8000/auntruth/htm/L0/XF0.htm,404,htm/L6/XF396.htm,/auntruth/htm/L0/XF0.htm,File Not Found,Check if file exists in different lineage directory (L0/L1/L2) or was renamed
http://localhost:8000/auntruth/htm/L0/XF0.htm,404,htm/L6/XF2974.htm,/auntruth/htm/L0/XF0.htm,File Not Found,Check if file exists in different lineage directory (L0/L1/L2) or was renamed
http://localhost:8000/auntruth/htm/L0/XF0.htm,404,htm/L6/XF1029.htm,/auntruth/htm/L0/XF0.htm,File Not Found,Check if file exists in different lineage directory (L0/L1/L2) or was renamed
http://localhost:8000/auntruth/htm/L0/XF0.htm,404,htm/L6/XF394.htm,/auntruth/htm/L0/XF0.htm,File Not Found,Check if file exists in different lineage directory (L0/L1/L2) or was renamed
http://localhost:8000/auntruth/htm/L0/XF0.htm,404,htm/L6/XF393.htm,/auntruth/htm/L0/XF0.htm,File Not Found,Check if file exists in different lineage directory (L0/L1/L2) or was renamed
http://localhost:8000/auntruth/htm/L0/XF0.htm,404,htm/L6/XF1832.htm,/auntruth/htm/L0/XF0.htm,File Not Found,Check if file exists in different lineage directory (L0/L1/L2) or was renamed
http://localhost:8000/auntruth/htm/L0/XF0.htm,404,htm/L3/XF2976.htm,/auntruth/htm/L0/XF0.htm,File Not Found,Check if file exists in different lineage directory (L0/L1/L2) or was renamed
http://localhost:8000/auntruth/htm/L0/XF0.htm,404,htm/L3/XF2989.htm,/auntruth/htm/L0/XF0.htm,File Not Found,Check if file exists in different lineage directory (L0/L1/L2) or was renamed
